frame,reason,priority,hint_u,hint_v,confidence
3252,miss,1,2585.7,225.7,
3253,fp_isolated,1,2621.2,663.6,0.584
3254,miss,1,2624.8,535.8,
3255,miss,1,2634.1,510.7,
3256,miss,1,2643.4,485.7,
3257,miss,1,2652.8,460.7,
3258,miss,1,2662.1,435.7,
3259,miss,1,2671.5,410.6,
3260,miss,1,2680.8,385.6,
3261,miss,1,2690.1,360.6,
3276,lowconf,2,1262.7,573.4,0.56
3277,lowconf,2,1183.1,739.7,0.539
3279,miss,1,952.9,1087.7,
3280,miss,1,847.3,1259.5,
3281,lowconf,2,735.0,1616.2,0.577
3282,miss,1,628.8,1805.4,
3283,miss,1,521.8,2016.5,
3284,lowconf,2,757.4,1593.8,0.567
3285,lowconf,2,873.7,1395.0,0.559
3289,lowconf,2,1168.2,888.3,0.599
3292,miss,1,1273.4,755.5,
3293,lowconf,2,1393.6,664.1,0.568
3294,lowconf,2,1376.2,690.0,0.519
3295,lowconf,2,1486.0,617.2,0.553
3297,lowconf,2,1514.0,633.5,0.585
3301,lowconf,2,1615.4,685.3,0.596
3303,lowconf,2,1668.7,735.0,0.512
3304,miss,1,1716.6,689.0,
3305,miss,1,1744.9,699.5,
3306,miss,1,1773.2,710.1,
3307,miss,1,1801.6,720.6,
3309,miss,1,1804.4,940.9,
3312,miss,1,1832.8,1061.2,
3313,miss,1,1849.2,1098.5,
3314,lowconf,2,1815.0,866.2,0.518
3315,lowconf,2,1821.7,835.2,0.564
3316,miss,1,1845.5,918.9,
3317,lowconf,2,1824.1,801.3,0.584
3320,lowconf,2,1828.6,771.5,0.59
3321,lowconf,2,1828.1,772.5,0.527
3322,miss,1,1835.4,735.1,
3323,fp_static,1,1834.5,795.5,0.568
3324,miss,1,1837.2,741.4,
3325,miss,1,1838.6,729.7,
3326,lowconf,2,1840.3,799.7,0.562
3327,lowconf,2,1835.9,796.1,0.596
3332,lowconf,2,1859.9,836.3,0.596
3333,lowconf,2,1857.1,862.0,0.584
3334,lowconf,2,1874.2,927.2,0.591
3336,miss,1,1880.7,962.0,
3338,lowconf,2,1917.3,1215.1,0.594
3339,miss,1,1921.7,1231.3,
3340,lowconf,2,1971.5,1559.1,0.54
3341,miss,1,1962.7,1493.9,
3342,miss,1,1975.7,1574.7,
3343,lowconf,2,1328.4,1641.5,0.555
3344,miss,1,2032.7,2056.3,
3345,miss,1,2050.4,2185.1,
3346,miss,1,2068.0,2313.8,
3347,miss,1,2085.6,2442.5,
3348,miss,1,2103.3,2571.3,
3349,miss,1,2120.9,2700.0,
3350,miss,1,2138.6,2828.7,
3351,miss,1,2156.2,2957.5,
3388,lowconf,2,2380.5,1954.7,0.589
3389,lowconf,2,2401.3,1978.7,0.581
3391,miss,1,2257.9,1628.9,
3392,miss,1,2210.3,1505.9,
3393,lowconf,2,1901.3,982.5,0.506
3394,miss,1,1832.4,826.9,
3395,miss,1,1730.0,619.9,
3396,miss,1,1627.5,412.9,
3397,lowconf,2,1710.0,785.3,0.562
3398,miss,1,1596.1,542.3,
3399,miss,1,1516.2,405.9,
3401,lowconf,2,1662.5,764.9,0.549
3402,miss,1,1545.9,570.7,
3404,miss,1,1523.4,623.1,
3405,miss,1,1487.8,585.9,
3406,miss,1,1452.2,548.6,
3407,miss,1,1416.5,511.3,
3408,miss,1,1380.9,474.1,
3409,miss,1,1345.3,436.8,
3411,miss,1,1473.8,918.7,
3412,miss,1,1460.9,944.8,
3413,lowconf,2,1480.0,902.5,0.517
3414,miss,1,1458.4,947.2,
3415,miss,1,1448.6,966.8,
3416,lowconf,2,1463.0,861.5,0.595
3417,lowconf,2,1462.5,862.6,0.547
3426,lowconf,2,1457.2,931.1,0.543
3427,miss,1,1461.2,943.2,
3428,lowconf,2,1443.8,948.6,0.57
3429,fp_static,1,1443.7,941.3,0.522
3430,miss,1,1445.3,958.7,
3431,miss,1,1442.6,965.6,
3432,miss,1,1439.8,972.5,
3433,miss,1,1437.1,979.4,
3434,miss,1,1434.4,986.3,
3435,miss,1,1431.7,993.2,
3436,miss,1,1429.0,1000.1,
3437,miss,1,1426.3,1007.0,
3463,lowconf,2,1603.2,941.6,0.595
3464,lowconf,2,1608.2,939.3,0.596
3466,miss,1,1612.4,925.4,
3467,lowconf,2,1634.1,921.5,0.539
3468,miss,1,1637.9,915.9,
3469,miss,1,1645.5,910.6,
3470,miss,1,1653.0,905.3,
3471,miss,1,1660.6,900.0,
3472,miss,1,1668.1,894.8,
3473,fp_isolated,1,1636.0,953.5,0.541
3474,miss,1,1643.0,949.0,
3475,miss,1,1646.0,951.1,
3476,miss,1,1648.9,953.2,
3477,miss,1,1651.9,955.4,
3478,miss,1,1654.8,957.5,
3479,miss,1,1657.8,959.6,
3480,fp_isolated,1,1596.9,942.5,0.564
3481,miss,1,1602.6,945.5,
3482,miss,1,1599.3,945.7,
3483,miss,1,1596.0,946.0,
3484,miss,1,1592.7,946.2,
3485,miss,1,1589.3,946.4,
3486,lowconf,2,1562.5,872.5,0.515
3487,lowconf,2,1569.2,851.3,0.598
3488,lowconf,2,1570.4,850.5,0.578
3489,lowconf,2,1563.8,847.5,0.558
3490,miss,1,1557.6,835.1,
3491,miss,1,1553.5,825.5,
3492,miss,1,1549.4,816.0,
3493,miss,1,1545.3,806.5,
3494,miss,1,1541.2,796.9,
3495,lowconf,2,1552.5,808.6,0.555
3496,miss,1,1546.9,797.0,
3497,miss,1,1544.5,789.9,
3498,lowconf,2,1577.9,842.9,0.578
3499,miss,1,1567.5,822.1,
3500,lowconf,2,1551.8,955.2,0.555
3501,lowconf,2,1546.9,979.3,0.583
3502,miss,1,1552.2,956.8,
3503,miss,1,1550.9,974.1,
3505,miss,1,1551.8,1101.1,
3506,miss,1,1551.1,1132.8,
3507,lowconf,2,1548.7,1031.2,0.568
3508,miss,1,1548.4,1098.0,
3509,lowconf,2,1550.6,972.1,0.54
3512,miss,1,1546.3,978.4,
3513,miss,1,1545.5,972.2,
3514,miss,1,1544.7,966.0,
3515,miss,1,1543.9,959.7,
3516,miss,1,1543.1,953.5,
3517,miss,1,1542.3,947.3,
3518,miss,1,1541.5,941.0,
3519,miss,1,1540.7,934.8,
3521,lowconf,2,1927.6,972.9,0.548
3522,miss,1,1925.6,966.5,
3523,miss,1,1962.0,965.1,
3524,lowconf,2,2127.5,1118.4,0.577
3527,lowconf,2,2387.1,1402.5,0.545
3529,miss,1,2518.6,1501.0,
3530,lowconf,2,2729.9,1890.0,0.57
3532,miss,1,2890.7,2061.9,
3533,miss,1,2989.4,2186.1,
3534,miss,1,3088.2,2310.4,
3535,miss,1,3186.9,2434.6,
3536,miss,1,3285.6,2558.8,
3537,miss,1,3384.3,2683.1,
3538,miss,1,3483.0,2807.3,
3539,miss,1,3581.7,2931.5,
3541,fp_isolated,1,1603.6,1000.5,0.523
3542,miss,1,1716.7,1139.1,
3543,miss,1,1610.8,1058.4,
3544,miss,1,1504.9,977.7,
3545,miss,1,1399.0,896.9,
3546,miss,1,1293.1,816.2,
3547,miss,1,1187.3,735.4,
3548,miss,1,1081.4,654.7,
3549,miss,1,975.5,574.0,
3568,lowconf,2,2591.3,600.0,0.537
3569,miss,1,2591.3,600.0,
3570,lowconf,2,2571.6,629.1,0.589
3571,lowconf,2,2568.6,633.8,0.592
3572,miss,1,2558.8,648.3,
3573,miss,1,2550.9,660.0,
3574,miss,1,2543.1,671.8,
3576,miss,1,2357.5,582.4,
3577,lowconf,2,2305.1,554.2,0.583
3578,lowconf,2,2268.7,551.2,0.538
3579,miss,1,2235.8,544.5,
3580,miss,1,2199.1,536.1,
3581,miss,1,2162.4,527.6,
3582,miss,1,2125.6,519.2,
3583,lowconf,2,2632.4,977.2,0.54
3584,miss,1,2509.2,894.5,
3586,miss,1,2194.5,781.7,
3587,miss,1,2168.3,797.5,
3588,miss,1,2142.1,813.4,
3589,miss,1,2115.8,829.2,
3590,lowconf,2,1812.3,985.4,0.591
3591,lowconf,2,1768.7,1073.8,0.564
3595,miss,1,1539.5,1402.9,
3608,lowconf,2,1386.2,1718.8,0.532
3629,miss,1,1201.2,1602.2,
3637,fp_static,1,1161.9,1572.5,0.581
3638,miss,1,1154.8,1561.7,
3639,miss,1,1149.9,1558.0,
3640,miss,1,1144.9,1554.2,
3641,miss,1,1140.0,1550.4,
3642,miss,1,1135.1,1546.6,
3643,miss,1,1130.2,1542.8,
3644,miss,1,1125.2,1539.0,
3645,miss,1,1120.3,1535.2,
3649,fp_static,1,1102.5,1522.5,0.565
3650,lowconf,2,1098.7,1522.5,0.502
3651,lowconf,2,1096.3,1521.2,0.534
3654,lowconf,2,1079.5,1517.2,0.583
3655,fp_static,1,1077.4,1510.1,0.624
3656,lowconf,2,1072.6,1513.5,0.562
3657,lowconf,2,1070.0,1514.2,0.551
3658,lowconf,2,1065.0,1507.6,0.547
3660,fp_static,1,1058.4,1502.2,0.636
3661,lowconf,2,1056.9,1501.2,0.586
3666,miss,1,1046.2,1485.4,
3667,lowconf,2,1054.7,1480.3,0.564
3668,lowconf,2,1057.5,1466.3,0.546
3669,lowconf,2,2130.0,1046.3,0.506
3670,miss,1,1521.7,1280.5,
3671,miss,1,1603.1,1244.3,
3672,lowconf,2,1100.0,1362.5,0.511
3674,lowconf,2,1143.6,1305.1,0.556
3675,miss,1,1192.7,1285.9,
3676,lowconf,2,1230.0,1237.5,0.528
3678,miss,1,1204.0,1228.8,
3679,miss,1,1199.6,1213.3,
3680,miss,1,1195.2,1197.8,
3681,lowconf,2,1292.5,1187.5,0.504
3682,miss,1,1261.9,1170.6,
3683,lowconf,2,1307.8,1182.2,0.57
3685,miss,1,1317.4,1164.4,
3686,miss,1,1328.6,1154.7,
3687,miss,1,1339.7,1145.1,
3688,miss,1,1350.8,1135.4,
3689,miss,1,1362.0,1125.8,
3690,miss,1,1373.1,1116.1,
3691,miss,1,1384.3,1106.4,
3692,miss,1,1395.4,1096.8,
3693,lowconf,2,1252.5,1211.2,0.531
3694,miss,1,1267.2,1198.7,
3695,lowconf,2,1290.0,1205.3,0.542
3696,lowconf,2,1312.5,1215.0,0.547
3697,miss,1,1294.1,1214.0,
3698,miss,1,1294.9,1217.6,
3699,miss,1,1295.8,1221.2,
3700,miss,1,1296.6,1224.8,
3701,miss,1,1297.4,1228.3,
3702,miss,1,1298.2,1231.9,
3703,miss,1,1299.0,1235.5,
3704,miss,1,1299.8,1239.1,
3716,lowconf,2,1600.4,1144.6,0.582
3717,miss,1,1600.4,1144.6,
3718,lowconf,2,1614.1,1140.0,0.57
3719,miss,1,1620.9,1137.7,
3720,miss,1,1627.7,1135.4,
3722,lowconf,2,1669.7,1108.8,0.578
3724,lowconf,2,1698.7,1098.7,0.567
3725,miss,1,1705.7,1093.2,
3726,miss,1,1718.2,1086.8,
3727,miss,1,1730.6,1080.5,
3728,miss,1,1743.1,1074.2,
3729,miss,1,1755.6,1067.9,
3730,miss,1,1768.0,1061.5,
3731,miss,1,1780.5,1055.2,
3732,miss,1,1793.0,1048.9,
3733,fp_isolated,1,1836.3,1148.8,0.524
3734,miss,1,1848.2,1140.6,
3735,miss,1,1863.7,1144.8,
3736,miss,1,1879.2,1148.9,
3737,lowconf,2,1830.1,1065.0,0.562
3738,lowconf,2,1842.2,1064.3,0.558
3739,miss,1,1857.4,1068.1,
3740,miss,1,1865.4,1061.9,
3741,miss,1,1873.3,1055.8,
3742,miss,1,1881.3,1049.7,
3743,miss,1,1889.3,1043.6,
3744,miss,1,1897.3,1037.5,
3745,miss,1,1905.3,1031.3,
3746,miss,1,1913.3,1025.2,
3763,lowconf,2,2129.6,988.5,0.585
3764,lowconf,2,2151.3,981.3,0.598
3765,lowconf,2,2166.6,978.4,0.588
3770,lowconf,2,2204.0,978.4,0.591
3772,miss,1,2224.6,975.3,
3774,lowconf,2,1998.0,860.9,0.534
3775,lowconf,2,2178.4,983.6,0.593
3776,miss,1,2132.6,942.9,
3777,miss,1,2124.0,938.6,
3778,miss,1,2115.3,934.3,
3779,miss,1,2106.7,929.9,
3780,lowconf,2,2127.5,980.7,0.572
3782,lowconf,2,2118.8,982.4,0.536
3783,miss,1,2112.2,983.5,
3784,miss,1,2108.0,987.0,
3785,miss,1,2103.9,990.5,
3786,miss,1,2099.7,994.0,
3787,lowconf,2,2118.7,952.5,0.539
3788,miss,1,2110.6,963.7,
3789,lowconf,2,2120.0,935.0,0.516
3790,lowconf,2,2122.5,926.2,0.529
3791,lowconf,2,2132.9,919.6,0.56
3792,miss,1,2125.4,919.7,
3793,lowconf,2,2126.2,902.1,0.568
3794,lowconf,2,2122.5,888.8,0.501
3795,lowconf,2,2126.3,877.5,0.592
3796,lowconf,2,2126.3,873.8,0.554
3797,lowconf,2,2140.6,858.0,0.588
3798,miss,1,2134.2,852.7,
3799,miss,1,2136.0,842.9,
3800,miss,1,2137.7,833.2,
3801,miss,1,2139.5,823.5,
3802,miss,1,2141.3,813.7,
3803,miss,1,2143.0,804.0,
3804,miss,1,2144.8,794.2,
3808,miss,1,2132.7,836.1,
3809,lowconf,2,2137.0,928.9,0.582
3813,miss,1,2132.8,1026.8,
3814,lowconf,2,2133.8,1098.8,0.519
3815,lowconf,2,2140.0,1031.7,0.544
3820,lowconf,2,2143.5,967.5,0.583
3823,miss,1,2153.7,956.2,
3824,miss,1,2155.6,946.7,
3825,lowconf,2,2083.7,960.7,0.58
3826,lowconf,2,2055.6,966.1,0.578
3829,lowconf,2,1923.5,1022.9,0.574
3831,miss,1,1869.4,1032.2,
3838,lowconf,2,1196.2,1953.7,0.513
3839,miss,1,1169.5,1909.8,
3840,miss,1,1087.1,2015.7,
3841,miss,1,1004.7,2121.6,
3842,miss,1,922.3,2227.5,
3843,miss,1,840.0,2333.4,
3844,miss,1,757.6,2439.3,
3845,miss,1,675.2,2545.2,
3846,miss,1,592.8,2651.1,
3856,fp_isolated,1,2028.8,1488.7,0.517
3857,miss,1,2028.8,1488.7,
3858,miss,1,2028.8,1488.7,
3859,miss,1,2028.8,1488.7,
3860,miss,1,2028.8,1488.7,
3861,miss,1,2028.8,1488.7,
3862,miss,1,2028.8,1488.7,
3863,miss,1,2028.8,1488.7,
3864,miss,1,2028.8,1488.7,
3878,lowconf,2,1175.3,554.9,0.554
3879,miss,1,1197.0,602.0,
3880,miss,1,1218.9,649.6,
3881,miss,1,1240.8,697.3,
3882,miss,1,1262.7,744.9,
3883,miss,1,1284.6,792.6,
3884,miss,1,1306.5,840.2,
3885,lowconf,2,1402.5,1096.5,0.559
3889,miss,1,1607.4,1745.1,
3890,miss,1,1649.6,1867.8,
3891,miss,1,1691.9,1990.4,
3892,miss,1,1734.1,2113.0,
3893,miss,1,1776.3,2235.6,
3894,miss,1,1818.6,2358.2,
3895,miss,1,1860.8,2480.9,
3896,miss,1,1903.0,2603.5,
3900,miss,1,2185.7,2228.4,
3901,lowconf,2,1953.7,1593.7,0.533
3902,miss,1,2179.1,2049.1,
3903,lowconf,2,1826.3,1215.0,0.506
3904,lowconf,2,1826.3,1211.3,0.521
3905,lowconf,2,1720.5,936.0,0.521
3906,miss,1,1813.6,1039.7,
3907,miss,1,1784.3,914.6,
3908,miss,1,1755.0,789.5,
3909,miss,1,1725.7,664.4,
3913,lowconf,2,1500.0,588.7,0.52
3920,lowconf,2,1448.3,685.1,0.551
3921,lowconf,2,1442.5,700.0,0.513
3923,lowconf,2,1440.0,765.0,0.538
3924,miss,1,1421.6,763.1,
3925,miss,1,1417.3,789.5,
3926,miss,1,1412.9,816.0,
3927,fp_isolated,1,1416.8,952.0,0.625
3928,miss,1,1410.7,955.5,
3929,miss,1,1407.3,994.7,
3930,miss,1,1403.9,1033.8,
3931,miss,1,1400.5,1073.0,
3932,miss,1,1397.1,1112.2,
3933,miss,1,1393.7,1151.4,
3934,miss,1,1390.3,1190.5,
3935,miss,1,1386.9,1229.7,
3939,lowconf,2,1385.4,780.0,0.537
3940,lowconf,2,1371.8,767.8,0.581
3941,miss,1,1379.5,762.6,
3944,lowconf,2,1352.8,793.5,0.593
3945,lowconf,2,1347.5,815.0,0.515
3947,lowconf,2,1358.5,810.9,0.535
3948,miss,1,1339.0,810.1,
3949,miss,1,1334.7,813.8,
3950,lowconf,2,1032.2,887.9,0.579
3951,miss,1,1122.2,869.3,
3952,miss,1,1085.3,880.7,
3953,miss,1,1048.3,892.0,
3954,miss,1,1011.4,903.4,
3955,miss,1,974.4,914.8,
3956,miss,1,937.5,926.2,
3957,miss,1,900.5,937.5,
3958,miss,1,863.6,948.9,
3960,lowconf,2,1269.7,1260.0,0.545
3961,miss,1,1233.4,1271.8,
3962,lowconf,2,1458.7,1331.3,0.521
3963,miss,1,1393.3,1361.8,
3965,miss,1,1532.4,1353.4,
3966,lowconf,2,1563.7,1278.8,0.521
3967,lowconf,2,1602.1,1275.7,0.597
3969,lowconf,2,1682.5,1274.1,0.567
3970,lowconf,2,1719.6,1271.8,0.557
3971,lowconf,2,1762.5,1286.3,0.57
3972,miss,1,1799.2,1287.4,
3973,lowconf,2,1858.5,1335.0,0.595
3974,miss,1,1888.0,1316.4,
3976,miss,1,1982.2,1381.5,
3977,miss,1,2024.8,1395.8,
3978,lowconf,2,2132.7,1488.3,0.562
3979,miss,1,2155.8,1479.3,
3980,miss,1,2205.2,1501.9,
3981,lowconf,2,2238.7,1477.5,0.52
3982,miss,1,2292.7,1513.5,
3983,miss,1,2340.6,1531.4,
3984,miss,1,2388.4,1549.2,
3985,miss,1,2436.2,1567.0,
3986,lowconf,2,2532.2,1562.8,0.57
3992,lowconf,2,2799.4,1625.6,0.548
3995,miss,1,2932.3,1660.5,
3996,lowconf,2,2988.8,1676.2,0.53
3998,miss,1,3081.5,1700.2,
3999,miss,1,3130.7,1710.4,
4000,lowconf,2,3143.3,1727.5,0.567
4001,lowconf,2,3165.0,1732.6,0.576
4002,lowconf,2,3215.0,1720.0,0.564
4003,miss,1,3264.0,1743.8,
4008,miss,1,3377.5,1691.3,
4009,lowconf,2,3355.9,1675.3,0.579
4012,lowconf,2,3417.4,1650.6,0.574
4015,lowconf,2,1654.5,1504.6,0.595
4016,miss,1,2693.1,1568.0,
4017,miss,1,2562.5,1550.5,
4018,miss,1,2431.8,1533.0,
4019,miss,1,2301.1,1515.4,
4020,miss,1,2170.5,1497.9,
4021,lowconf,2,3566.9,1609.5,0.586
4022,miss,1,3274.7,1578.3,
4023,lowconf,2,3592.6,1595.3,0.53
4024,lowconf,2,3606.4,1588.7,0.589
4025,lowconf,2,3623.2,1572.4,0.551
4026,miss,1,3706.6,1578.9,
4027,miss,1,3777.5,1577.1,
4028,miss,1,3848.4,1575.2,
4029,miss,1,3919.3,1573.3,
4030,miss,1,3990.2,1571.4,
4031,miss,1,4061.1,1569.5,
4032,miss,1,4132.0,1567.6,
4033,miss,1,4202.9,1565.7,
4034,fp_isolated,1,972.5,545.0,0.508
4035,miss,1,1128.6,569.4,
4036,miss,1,872.5,466.6,
4037,miss,1,616.4,363.8,
4038,miss,1,360.2,260.9,
4039,fp_isolated,1,2853.8,1117.4,0.538
4040,miss,1,2262.5,897.7,
4041,miss,1,2281.9,891.0,
4042,miss,1,2301.3,884.3,
4043,miss,1,2320.7,877.6,
4044,miss,1,2340.1,870.9,
4045,miss,1,2359.5,864.2,
4046,miss,1,2378.9,857.5,
4047,miss,1,2398.3,850.8,
4063,fp_isolated,1,2092.5,1511.2,0.513
4064,miss,1,2092.5,1511.2,
4065,miss,1,2092.5,1511.2,
4066,miss,1,2092.5,1511.2,
4067,miss,1,2092.5,1511.2,
4068,miss,1,2092.5,1511.2,
4069,miss,1,2092.5,1511.2,
4070,miss,1,2092.5,1511.2,
4071,miss,1,2092.5,1511.2,
4090,lowconf,2,995.3,816.4,0.536
4091,lowconf,2,997.5,821.3,0.56
4094,miss,1,1043.7,847.7,
4095,miss,1,1056.2,855.6,
4096,miss,1,1068.7,863.5,
4097,miss,1,1081.1,871.4,
4098,miss,1,1093.6,879.3,
4099,miss,1,1106.1,887.2,
4100,miss,1,1118.6,895.1,
4101,miss,1,1131.1,903.0,
4111,fp_isolated,1,1887.5,1947.5,0.513
4112,miss,1,1887.5,1947.5,
4113,miss,1,1887.5,1947.5,
4114,miss,1,1887.5,1947.5,
4115,miss,1,1887.5,1947.5,
4116,miss,1,1887.5,1947.5,
4117,miss,1,1887.5,1947.5,
4118,miss,1,1887.5,1947.5,
4119,miss,1,1887.5,1947.5,
4122,fp_isolated,1,2726.3,1826.3,0.536
4123,miss,1,2802.4,1815.2,
4124,miss,1,2878.7,1804.2,
4125,miss,1,2954.9,1793.2,
4126,miss,1,3031.2,1782.2,
4127,miss,1,3107.4,1771.1,
4128,miss,1,3183.7,1760.1,
4129,miss,1,3259.9,1749.1,
4130,miss,1,3336.2,1738.1,
4132,lowconf,2,993.8,815.0,0.559
4133,lowconf,2,996.6,824.0,0.538
4136,miss,1,777.8,681.7,
4137,miss,1,659.4,613.3,
4138,miss,1,540.9,544.8,
4139,miss,1,422.5,476.4,
4140,miss,1,304.0,407.9,
4141,miss,1,185.6,339.5,
4142,miss,1,67.1,271.0,
4143,fp_isolated,1,1028.3,837.6,0.625
4144,miss,1,897.3,761.8,
4145,miss,1,895.9,762.1,
4146,miss,1,894.4,762.5,
4147,miss,1,893.0,762.9,
4148,miss,1,891.6,763.2,
4149,miss,1,890.1,763.6,
4150,miss,1,888.7,764.0,
4151,miss,1,887.2,764.3,
4166,fp_isolated,1,3530.8,1222.5,0.634
4167,miss,1,3530.8,1222.5,
4168,miss,1,3530.8,1222.5,
4169,miss,1,3530.8,1222.5,
4170,miss,1,3530.8,1222.5,
4171,miss,1,3530.8,1222.5,
4172,lowconf,2,996.6,816.6,0.535
4173,miss,1,575.3,749.1,
4176,miss,1,473.0,747.4,
4177,miss,1,205.1,706.4,
4178,miss,1,-62.7,665.4,
4179,miss,1,-330.6,624.4,
4180,miss,1,-598.4,583.4,
4181,miss,1,-866.3,542.3,
4182,miss,1,-1134.1,501.3,
4183,miss,1,-1402.0,460.3,
4198,lowconf,2,3393.2,1397.0,0.596
4199,lowconf,2,3377.8,1407.3,0.566
4200,miss,1,3363.0,1417.2,
4201,miss,1,3348.0,1427.3,
4202,miss,1,3333.0,1437.3,
4203,miss,1,3318.0,1447.4,
4204,miss,1,3303.0,1457.5,
4205,lowconf,2,3177.5,1400.0,0.512
4206,lowconf,2,3146.3,1372.6,0.533
4207,miss,1,3115.0,1381.7,
4208,miss,1,3083.3,1379.1,
4210,lowconf,2,3024.2,1544.1,0.559
4212,lowconf,2,2983.1,1440.0,0.52
4214,miss,1,2930.2,1513.4,
4217,miss,1,2923.1,1342.9,
4218,miss,1,2908.2,1320.4,
4219,miss,1,2893.3,1297.9,
4220,miss,1,2878.4,1275.4,
4221,miss,1,2863.5,1252.8,
4222,miss,1,2848.6,1230.3,
4223,miss,1,2833.7,1207.8,
4224,miss,1,2818.8,1185.3,
4230,lowconf,2,2753.7,1273.7,0.546
4232,miss,1,2732.6,1263.9,
4235,lowconf,2,2805.0,1202.4,0.562
4238,miss,1,2837.9,1184.0,
4240,lowconf,2,2912.9,1240.3,0.586
4242,lowconf,2,2977.5,1344.0,0.588
4243,lowconf,2,3015.0,1425.0,0.575
4244,miss,1,3021.5,1370.0,
4245,miss,1,3047.0,1393.9,
4246,miss,1,3072.4,1417.9,
4247,miss,1,3097.9,1441.8,
4249,miss,1,3193.7,2049.2,
4250,lowconf,2,1410.0,978.7,0.505
4251,miss,1,2114.8,1513.6,
4252,miss,1,1985.6,1510.4,
4253,miss,1,1856.3,1507.2,
4254,miss,1,1727.1,1504.0,
4255,miss,1,1597.9,1500.8,
4256,miss,1,1468.6,1497.6,
4257,miss,1,1339.4,1494.4,
4258,miss,1,1210.1,1491.2,
4329,fp_isolated,1,2788.7,1101.2,0.537
4330,miss,1,2788.7,1101.2,
4331,miss,1,2788.7,1101.2,
4332,miss,1,2788.7,1101.2,
4333,miss,1,2788.7,1101.2,
4334,miss,1,2788.7,1101.2,
4335,miss,1,2788.7,1101.2,
4336,miss,1,2788.7,1101.2,
4337,miss,1,2788.7,1101.2,
4361,lowconf,2,2627.8,919.1,0.573
4362,lowconf,2,2607.9,888.8,0.588
4363,miss,1,2588.7,859.5,
4364,lowconf,2,2546.2,832.5,0.539
4366,lowconf,2,2489.0,793.3,0.593
4367,miss,1,2451.5,756.8,
4368,miss,1,2421.6,730.5,
4370,miss,1,2351.1,735.4,
4371,miss,1,2319.4,718.3,
4372,lowconf,2,2231.2,843.7,0.534
4373,miss,1,2214.1,790.0,
4374,miss,1,2176.5,788.0,
4377,lowconf,2,1863.8,1222.5,0.591
4379,lowconf,2,1686.1,1522.5,0.575
4382,miss,1,1402.0,1915.5,
4383,miss,1,1311.6,2045.2,
4384,miss,1,1221.1,2174.9,
4385,miss,1,1130.7,2304.5,
4386,miss,1,1040.3,2434.2,
4387,miss,1,949.9,2563.9,
4388,miss,1,859.4,2693.6,
4389,miss,1,769.0,2823.3,
4438,lowconf,2,967.5,1620.0,0.556
4439,lowconf,2,981.5,1634.0,0.547
4440,miss,1,995.1,1647.5,
4441,miss,1,1008.8,1661.2,
4442,miss,1,1022.5,1674.9,
4443,miss,1,1036.2,1688.5,
4444,miss,1,1050.0,1702.2,
4445,miss,1,1063.7,1715.9,
4446,miss,1,1077.4,1729.6,
4447,miss,1,1091.1,1743.2,
4475,miss,1,2092.3,2132.5,
4476,miss,1,2092.3,2132.5,
4477,lowconf,2,1720.9,1622.6,0.584
4478,miss,1,1597.9,1453.7,
4479,miss,1,1474.4,1284.2,
4480,miss,1,1350.9,1114.6,
4481,miss,1,1227.4,945.0,
4482,miss,1,1103.9,775.5,
4483,lowconf,2,1364.9,1211.3,0.552
4485,miss,1,1236.5,1058.5,
4488,miss,1,1181.7,1029.9,
4489,miss,1,1134.5,978.1,
4490,lowconf,2,1234.5,1104.1,0.525
4491,miss,1,1137.0,991.5,
4492,miss,1,1105.5,958.5,
4493,lowconf,2,1223.1,1039.8,0.586
4495,miss,1,1172.1,975.8,
4496,miss,1,1161.7,957.9,
4497,lowconf,2,1299.0,852.0,0.52
4498,lowconf,2,1296.0,850.5,0.556
4499,lowconf,2,1376.2,783.7,0.562
4500,miss,1,1333.2,779.5,
4502,lowconf,2,1413.7,791.3,0.528
4504,lowconf,2,1468.5,790.5,0.527
4506,miss,1,1512.5,755.7,
4507,lowconf,2,1605.0,838.1,0.521
4508,lowconf,2,1648.8,868.8,0.542
4509,miss,1,1657.1,824.3,
4510,lowconf,2,1771.5,972.0,0.54
4511,miss,1,1775.5,917.3,
4512,miss,1,1819.7,936.3,
4513,lowconf,2,1991.2,1257.9,0.584
4514,miss,1,2000.9,1194.9,
4515,lowconf,2,2198.5,1561.0,0.562
4516,lowconf,2,2306.3,1732.5,0.54
4517,miss,1,2328.8,1700.8,
4518,lowconf,2,2451.0,1976.3,0.553
4519,lowconf,2,2452.6,1980.0,0.553
4520,miss,1,2565.5,2108.3,
4521,miss,1,2643.8,2223.0,
4522,miss,1,2722.1,2337.7,
4523,miss,1,2800.4,2452.5,
4524,miss,1,2878.7,2567.2,
4525,miss,1,2957.0,2681.9,
4526,miss,1,3035.3,2796.7,
4527,miss,1,3113.5,2911.4,
4529,fp_isolated,1,1462.2,1017.1,0.613
4530,miss,1,1524.0,1112.4,
4531,miss,1,1430.0,1024.8,
4532,miss,1,1336.1,937.3,
4533,miss,1,1242.2,849.7,
4534,miss,1,1148.2,762.1,
4535,miss,1,1054.3,674.5,
4536,miss,1,960.4,586.9,
4537,miss,1,866.4,499.3,
4541,miss,1,3226.8,1912.5,
4542,lowconf,2,2983.7,1643.8,0.538
4543,lowconf,2,2878.4,1533.0,0.535
4544,lowconf,2,2747.1,1417.6,0.558
4545,lowconf,2,2672.4,1362.5,0.522
